ticket_id,customer_id,ticket_date,issue_type,priority,resolution_time_hr,is_resolved,satisfaction_score
7484,12995,2023-10-18,Login,Medium,11.9,0,5
7485,10908,2023-11-26,Content,High,44.5,1,5
7486,9980,2023-05-19,Payment,High,47.0,1,5
7487,4159,2023-10-17,Other,Low,8.9,0,5
7488,7782,2024-10-27,Other,Low,42.1,1,1
7489,5247,2023-08-03,Technical,Low,33.4,1,4
7490,11110,2024-07-30,Other,Low,32.0,1,4
7491,11174,2024-02-07,Other,High,28.3,0,1
7492,17029,2024-04-06,Other,Medium,40.4,1,2
7493,15608,2024-10-30,Technical,Medium,16.1,0,3
7494,7757,2024-12-30,Content,Low,18.9,1,5
7495,341,2024-07-17,Other,Low,3.4,0,5
7496,12926,2024-12-28,Technical,Low,15.0,1,1
7497,14284,2023-06-29,Content,Low,41.1,0,4
7498,3600,2023-12-12,Technical,Medium,18.7,0,5
7499,4896,2024-11-18,Login,Medium,46.6,1,1
7500,9820,2024-05-15,Content,High,31.2,0,4
7501,13333,2024-09-24,Technical,Medium,40.2,0,5
7502,112,2024-08-12,Payment,Medium,35.7,1,3
7503,7932,2024-03-05,Other,High,41.0,0,2
7504,8714,2023-12-04,Login,Medium,14.3,0,2
7505,9800,2024-02-11,Content,High,37.9,0,1
7506,3100,2024-06-17,Content,Medium,16.0,1,5
7507,18849,2024-02-01,Login,Medium,43.3,1,1
7508,10399,2023-06-11,Technical,Medium,29.3,1,4
7509,14166,2023-10-22,Content,Low,5.1,1,2
7510,5500,2023-05-26,Content,High,15.7,1,5
7511,3327,2023-09-28,Payment,High,5.9,0,1
7512,663,2023-10-13,Other,Low,29.9,1,5
7513,5823,2024-10-20,Login,High,9.0,1,5
7514,3509,2024-12-18,Other,High,37.0,1,2
7515,17168,2023-08-19,Login,High,7.7,1,1
7516,5206,2023-04-07,Payment,High,20.5,0,4
7517,10609,2024-10-24,Login,Low,7.3,0,5
7518,5101,2024-09-20,Other,Low,2.8,0,4
7519,8989,2023-03-05,Content,Low,12.3,0,3
7520,10285,2024-05-05,Other,Low,20.9,1,5
7521,7725,2023-06-16,Content,High,33.5,1,1
7522,11458,2024-01-02,Login,Medium,33.4,0,4
7523,15875,2023-10-24,Technical,High,35.4,0,5
7524,2690,2023-09-12,Technical,Medium,24.6,1,3
7525,16864,2023-12-06,Login,Low,38.8,0,4
7526,9127,2024-11-22,Other,Low,38.2,1,5
7527,18756,2023-03-22,Other,Low,18.3,0,5
7528,6246,2023-09-14,Payment,Medium,19.4,1,5
7529,7851,2024-10-23,Technical,High,2.9,1,5
7530,10186,2023-04-05,Technical,Medium,30.1,1,4
7531,2981,2023-02-16,Payment,Medium,30.3,1,4
7532,14026,2024-12-11,Content,Medium,40.0,0,2
7533,17105,2023-06-20,Login,Low,16.2,1,5
7534,7964,2024-03-26,Payment,Low,28.4,1,5
7535,4312,2024-08-23,Other,Low,18.3,0,1
7536,2155,2023-11-26,Login,High,24.6,0,5
7537,10392,2024-06-29,Login,Low,38.1,0,3
7538,19641,2024-02-14,Login,High,21.7,0,3
7539,4509,2024-06-13,Payment,High,10.1,1,5
7540,10576,2024-01-30,Content,Low,34.8,1,3
7541,7099,2024-05-08,Login,Medium,20.7,0,4
7542,15236,2023-09-29,Payment,High,24.8,1,4
7543,4218,2023-03-10,Payment,Low,20.3,1,4
7544,10908,2023-12-17,Payment,Medium,13.6,0,3
7545,10318,2023-03-28,Login,Low,11.8,1,5
7546,19100,2024-12-12,Payment,High,2.5,0,3
7547,9629,2024-05-25,Other,Low,26.9,1,1
7548,17406,2024-08-12,Technical,High,14.9,1,4
7549,18028,2023-07-25,Other,Low,22.2,1,1
7550,17776,2024-05-28,Other,High,2.8,1,3
7551,602,2024-10-24,Payment,Low,9.3,0,3
7552,16910,2024-04-27,Payment,Medium,25.7,0,3
7553,19184,2024-06-04,Content,Medium,24.5,1,3
7554,4601,2024-03-19,Other,Medium,46.1,1,3
7555,19936,2023-01-22,Other,High,27.0,1,5
7556,13138,2023-10-08,Other,Medium,15.3,0,1
7557,11520,2024-02-01,Technical,Medium,15.7,1,5
7558,11771,2024-11-30,Technical,Low,5.7,1,5
7559,11149,2023-04-03,Payment,Medium,6.2,1,4
7560,12376,2023-08-21,Content,High,29.7,1,4
7561,10720,2024-09-01,Content,Low,27.5,1,3
7562,4393,2024-10-08,Payment,High,43.7,1,3
7563,5981,2024-01-20,Login,Medium,42.6,1,4
7564,7653,2024-07-14,Content,Low,21.7,1,2
7565,9825,2023-01-30,Content,Low,37.2,1,3
7566,16210,2023-04-09,Content,Low,6.6,1,1
7567,13268,2024-06-04,Technical,Low,9.7,0,3
7568,2841,2023-09-19,Payment,High,21.4,1,4
7569,12142,2023-10-26,Other,Low,2.5,0,2
7570,17342,2023-02-21,Other,Low,26.1,1,5
7571,5906,2024-02-09,Payment,Low,20.4,0,2
7572,11280,2023-08-21,Content,High,44.1,1,1
7573,8185,2023-06-08,Other,Medium,17.1,0,2
7574,12291,2024-08-18,Login,Medium,40.0,1,3
7575,10006,2024-09-05,Content,Low,3.4,0,5
7576,4523,2023-12-04,Technical,Low,30.5,1,4
7577,16348,2024-03-07,Login,High,38.9,0,1
7578,16379,2024-05-16,Payment,High,9.9,0,5
7579,9699,2023-11-24,Login,Medium,45.5,1,2
7580,13057,2023-12-01,Content,Medium,25.9,0,1
7581,14758,2024-08-29,Other,Medium,38.8,0,3
7582,2805,2023-09-05,Content,High,42.8,1,2
7583,9642,2024-04-23,Content,High,46.4,1,2
7584,5699,2023-02-27,Technical,High,14.7,0,1
7585,9195,2023-02-10,Payment,Medium,35.7,0,2
7586,7051,2024-03-21,Login,Medium,27.1,1,4
7587,5651,2023-06-11,Payment,Medium,40.8,0,3
7588,18866,2024-06-03,Login,Medium,1.7,1,4
7589,4573,2024-10-19,Login,Medium,8.9,1,4
7590,3313,2023-03-18,Technical,Medium,25.5,1,5
7591,19105,2023-09-10,Login,Medium,27.5,0,2
7592,4495,2024-07-24,Other,Medium,15.8,1,5
7593,6684,2023-06-26,Technical,Low,36.5,1,4
7594,13925,2024-06-04,Technical,High,7.8,0,3
7595,1410,2023-01-26,Payment,High,35.4,1,3
7596,6522,2024-03-08,Technical,Low,45.5,1,3
7597,7504,2023-07-31,Payment,Medium,16.5,1,4
7598,15637,2023-09-02,Payment,Medium,43.7,1,2
7599,9560,2024-12-26,Content,Low,7.8,1,2
7600,2875,2024-02-19,Other,Low,1.8,1,3
7601,4277,2024-10-29,Technical,Low,13.5,0,5
7602,7256,2023-11-25,Login,High,26.1,0,5
7603,429,2024-01-28,Content,Medium,22.8,0,4
7604,17368,2023-07-19,Login,Low,44.4,0,5
7605,17079,2023-07-25,Payment,Low,1.2,1,3
7606,2964,2023-05-29,Content,Low,33.5,1,4
7607,6835,2024-05-02,Other,High,12.4,0,5
7608,10440,2024-06-28,Other,Low,45.4,0,1
7609,7471,2024-10-19,Content,High,38.3,0,5
7610,9521,2024-06-20,Other,Low,19.6,0,1
7611,19504,2024-01-08,Content,High,15.3,0,3
7612,13577,2023-06-30,Other,Low,26.7,1,4
7613,216,2024-09-23,Other,High,31.9,0,3
7614,19706,2024-09-23,Payment,High,18.2,1,1
7615,18580,2024-06-04,Login,Low,20.7,1,4
7616,4831,2023-10-11,Other,Medium,27.9,1,4
7617,7296,2024-05-07,Content,Medium,33.1,0,4
7618,18662,2024-05-06,Login,High,38.9,1,1
7619,9717,2024-05-25,Login,High,27.6,1,4
7620,17149,2024-10-23,Content,Medium,46.5,0,1
7621,10864,2024-02-06,Other,Low,24.6,0,4
7622,846,2024-05-16,Login,Medium,20.2,1,5
7623,4241,2024-09-19,Payment,Medium,40.1,1,5
7624,9061,2024-04-14,Technical,Medium,3.9,0,1
7625,15166,2023-12-16,Other,Low,19.0,0,5
7626,3183,2024-10-02,Login,Medium,43.9,0,4
7627,5190,2024-10-25,Login,Medium,16.5,0,5
7628,8034,2023-07-23,Payment,Medium,6.3,1,5
7629,13046,2023-05-29,Login,High,37.3,0,1
7630,8321,2024-06-27,Other,High,15.3,0,2
7631,8281,2023-03-15,Payment,Low,11.6,0,4
7632,3946,2024-08-11,Login,Medium,10.4,1,5
7633,3277,2023-05-26,Payment,High,28.2,1,2
7634,15130,2024-02-02,Content,Medium,29.1,1,1
7635,2028,2024-08-26,Technical,High,11.6,1,3
7636,3360,2024-02-23,Login,High,17.3,1,1
7637,11147,2024-09-29,Payment,Low,12.3,1,4
7638,2569,2023-09-04,Login,Medium,41.1,1,3
7639,9893,2024-07-06,Other,High,46.0,1,4
7640,14720,2024-07-25,Other,Medium,27.4,1,3
7641,4579,2024-04-06,Other,Medium,36.2,0,3
7642,4840,2023-01-13,Technical,Low,26.2,1,1
7643,9659,2024-09-30,Login,High,28.2,0,1
7644,15926,2024-10-03,Payment,Medium,46.0,0,2
7645,8437,2023-03-24,Login,Low,5.1,1,4
7646,3672,2024-05-20,Other,Medium,24.8,1,4
7647,12003,2024-09-04,Content,Low,5.1,0,1
7648,15527,2023-06-28,Technical,High,39.7,0,5
7649,1621,2023-06-24,Content,Medium,8.7,1,4
7650,18929,2023-04-02,Other,Medium,10.2,0,4
7651,9185,2023-03-28,Other,Medium,47.8,1,5
7652,11633,2024-04-15,Other,Low,3.9,0,1
7653,13713,2023-02-07,Login,High,24.9,0,2
7654,4257,2023-01-09,Payment,Low,33.1,0,5
7655,9461,2023-11-06,Login,High,38.5,0,1
7656,11733,2024-07-18,Other,Low,46.3,1,3
7657,7248,2024-06-27,Technical,High,34.7,1,5
7658,18974,2023-01-10,Other,Medium,11.1,0,1
7659,19915,2024-10-03,Content,Medium,38.0,1,3
7660,11135,2023-03-07,Other,Low,28.6,1,3
7661,16001,2023-07-25,Technical,Low,22.7,0,2
7662,1068,2024-02-14,Payment,Medium,12.2,1,2
7663,12277,2024-03-01,Content,High,28.3,1,1
7664,10779,2024-01-06,Content,Medium,13.3,0,1
7665,2337,2024-02-20,Payment,Low,35.8,0,1
7666,1124,2023-06-27,Technical,Medium,44.6,1,1
7667,16382,2023-08-28,Content,Low,34.7,0,5
7668,3123,2023-04-27,Technical,Medium,26.2,0,1
7669,16402,2023-02-26,Technical,Medium,39.0,1,3
7670,15944,2023-08-16,Technical,Low,24.8,0,2
7671,16594,2023-05-28,Other,Medium,14.5,1,2
7672,19724,2024-12-24,Login,Low,7.2,1,5
7673,8583,2023-07-01,Login,Medium,21.3,0,3
7674,14594,2023-03-09,Login,High,21.2,1,5
7675,9388,2023-04-29,Payment,Medium,16.1,0,2
7676,3028,2024-10-13,Payment,High,11.0,1,3
7677,6218,2023-05-25,Other,High,8.0,1,2
7678,10717,2024-02-04,Other,Medium,31.1,0,4
7679,18095,2024-07-02,Content,Low,36.6,0,1
7680,14879,2024-06-24,Technical,Low,3.9,1,1
7681,14960,2023-09-23,Login,High,46.5,0,2
7682,14553,2024-09-12,Payment,Medium,42.2,0,5
7683,15897,2023-06-04,Technical,High,36.1,0,4
7684,9960,2023-03-29,Payment,High,41.3,1,4
7685,9734,2023-12-15,Other,High,33.6,0,2
7686,13257,2023-10-24,Login,Medium,2.9,0,1
7687,11906,2023-10-17,Technical,Medium,17.6,0,1
7688,17802,2023-05-06,Login,Medium,41.4,1,3
7689,8454,2023-10-29,Content,High,29.3,0,4
7690,11704,2023-12-16,Other,High,37.9,0,4
7691,19011,2023-11-04,Content,Medium,25.6,1,2
7692,18154,2024-05-06,Payment,Low,35.8,1,5
7693,12855,2023-08-31,Content,High,40.5,1,1
7694,8641,2023-07-17,Login,Low,42.4,1,3
7695,16003,2023-04-10,Content,Low,5.1,1,2
7696,12036,2023-08-14,Content,High,2.9,1,1
7697,3289,2023-02-03,Payment,Low,20.0,1,4
7698,16466,2024-06-01,Content,Medium,11.1,1,5
7699,17704,2024-11-19,Technical,Low,4.2,0,1
7700,1275,2024-01-02,Other,Low,43.3,0,1
7701,2989,2024-07-08,Technical,Low,33.6,1,3
7702,3038,2024-12-26,Technical,High,18.1,0,2
7703,17781,2023-01-01,Technical,Medium,30.9,0,4
7704,11962,2023-01-03,Technical,Low,27.7,0,3
7705,15580,2023-08-10,Technical,High,8.9,0,4
7706,17119,2024-06-04,Other,Low,5.4,1,1
7707,9178,2023-07-12,Other,High,25.0,1,4
7708,9933,2024-12-10,Login,Low,23.3,1,1
7709,9654,2023-10-29,Content,Medium,35.5,0,4
7710,1975,2023-12-04,Technical,Medium,16.9,1,4
7711,8208,2024-01-31,Payment,High,23.4,0,1
7712,684,2023-02-03,Payment,High,7.3,1,4
7713,4154,2023-02-16,Technical,Medium,30.6,0,5
7714,3902,2024-07-26,Technical,Medium,25.7,0,1
7715,14477,2024-02-02,Content,High,30.7,0,4
7716,16712,2024-09-20,Payment,High,29.6,0,3
7717,7170,2024-04-12,Other,High,47.3,1,2
7718,5265,2023-11-18,Payment,Medium,18.9,0,1
7719,2071,2024-10-30,Content,High,16.6,1,5
7720,3864,2024-10-23,Payment,Low,10.3,1,3
7721,12815,2023-01-05,Technical,Medium,7.2,1,3
7722,12713,2023-05-25,Other,Low,29.7,1,5
7723,9716,2023-08-05,Payment,Medium,19.8,1,2
7724,2684,2024-05-30,Payment,Medium,32.8,1,3
7725,635,2024-03-14,Content,High,35.4,0,1
7726,9591,2024-03-16,Technical,Medium,25.5,0,5
7727,6027,2024-03-01,Payment,High,33.8,0,2
7728,16515,2023-10-03,Payment,Medium,11.7,0,1
7729,10730,2024-12-16,Other,Medium,47.1,0,5
7730,3593,2023-09-06,Other,High,27.2,0,4
7731,11870,2024-06-25,Payment,High,35.3,1,3
7732,9714,2023-02-15,Technical,High,6.9,0,1
7733,13211,2024-11-30,Other,Medium,29.0,1,1
7734,7956,2024-02-25,Payment,Medium,20.6,1,1
7735,16855,2023-05-04,Other,Low,3.7,1,3
7736,6484,2023-11-24,Login,Low,48.0,1,2
7737,7928,2024-05-12,Content,Medium,38.4,1,5
7738,18647,2024-07-23,Content,Low,29.5,1,5
7739,12660,2023-09-13,Content,Medium,28.9,0,4
7740,13150,2024-04-08,Technical,High,13.8,1,1
7741,6568,2023-11-10,Login,Medium,27.8,0,5
7742,12485,2024-08-12,Payment,Low,17.9,1,1
7743,19919,2023-09-05,Other,Low,28.0,1,1
7744,8981,2024-08-08,Payment,Low,5.5,0,5
7745,7142,2024-11-11,Login,Low,18.3,0,4
7746,17414,2024-07-24,Login,Low,16.8,1,1
7747,1625,2024-12-24,Login,High,33.5,1,3
7748,14640,2024-09-12,Technical,Medium,34.5,0,5
7749,19048,2023-11-17,Technical,High,17.5,1,5
7750,10026,2024-06-26,Technical,Medium,41.9,0,3
7751,4680,2024-08-22,Content,Medium,12.1,1,4
7752,8071,2024-05-01,Other,High,31.9,0,2
7753,17276,2023-02-03,Payment,Medium,9.4,1,2
7754,16625,2024-09-06,Technical,Low,39.8,0,4
7755,18754,2023-10-18,Login,High,32.2,0,2
7756,19102,2023-01-20,Technical,Medium,8.6,1,2
7757,9902,2024-05-29,Other,High,15.5,0,5
7758,7909,2023-10-30,Payment,Low,19.8,0,2
7759,16068,2023-10-23,Payment,Medium,24.9,1,5
7760,17730,2024-12-03,Payment,Medium,12.1,0,3
7761,15005,2023-09-11,Login,Medium,22.4,0,5
7762,1232,2023-10-22,Payment,Medium,14.5,1,1
7763,1261,2024-12-09,Payment,Low,11.5,0,1
7764,11446,2023-09-11,Technical,Medium,37.1,0,5
7765,4427,2023-11-04,Content,Medium,4.5,0,1
7766,4490,2023-06-12,Login,Low,11.0,0,2
7767,13419,2023-07-30,Payment,Medium,16.5,1,5
7768,8159,2023-10-27,Payment,High,13.2,0,2
7769,5740,2024-12-27,Content,Medium,15.7,0,3
7770,18292,2023-05-23,Other,High,9.0,1,1
7771,19585,2024-04-10,Other,Medium,11.1,1,5
7772,10382,2023-06-15,Content,Medium,33.3,1,3
7773,12002,2024-04-09,Login,Medium,23.5,1,2
7774,481,2023-01-26,Content,Low,45.5,0,1
7775,271,2024-09-18,Payment,Medium,46.7,0,4
7776,5356,2023-11-23,Login,Low,8.1,1,2
7777,6440,2023-10-28,Payment,Medium,10.1,0,3
7778,2092,2024-10-10,Technical,High,32.4,1,5
7779,17907,2023-06-07,Payment,High,41.2,1,1
7780,4706,2023-06-30,Other,Medium,30.2,1,5
7781,7658,2023-11-30,Technical,Medium,37.8,1,3
7782,4823,2023-07-14,Content,High,5.9,1,4
7783,19190,2024-07-13,Content,High,5.0,0,5
7784,6981,2024-04-07,Other,Low,2.4,0,2
7785,2988,2023-03-28,Content,Low,35.3,0,3
7786,3819,2024-12-26,Content,Low,28.9,0,5
7787,10680,2024-02-01,Technical,Low,45.6,0,2
7788,11112,2024-06-01,Other,Medium,37.2,0,1
7789,4012,2023-04-11,Content,High,19.2,0,2
7790,9521,2024-06-01,Other,High,26.9,0,3
7791,3727,2023-05-09,Technical,High,25.6,0,5
7792,5744,2024-05-15,Login,Medium,32.1,0,2
7793,12686,2024-11-04,Other,High,1.8,0,4
7794,11237,2023-10-25,Login,High,4.7,1,4
7795,19683,2024-04-15,Login,Medium,1.6,0,2
7796,13778,2023-10-22,Technical,Medium,20.5,1,2
7797,4735,2024-02-19,Other,High,17.8,1,5
7798,15226,2024-11-14,Other,High,28.2,1,3
7799,19518,2024-11-28,Content,Medium,13.7,1,5
7800,7803,2024-10-22,Technical,High,11.8,0,3
7801,17226,2023-03-05,Content,Medium,19.4,1,3
7802,14101,2023-08-15,Payment,Medium,31.0,1,3
7803,13465,2023-03-12,Other,Medium,27.5,1,5
7804,14020,2023-02-21,Other,High,22.3,1,5
7805,8967,2023-07-27,Other,Low,12.7,1,5
7806,18801,2024-04-26,Login,High,32.7,1,5
7807,3139,2023-10-08,Login,Medium,9.9,1,4
7808,8504,2024-12-21,Login,Low,15.0,0,3
7809,13691,2023-02-04,Technical,Low,20.4,1,5
7810,13215,2023-03-04,Other,Low,24.3,1,2
7811,15218,2023-04-19,Login,Low,16.0,1,5
7812,3763,2023-07-05,Payment,Medium,47.6,1,3
7813,19486,2024-11-13,Payment,Medium,17.6,0,5
7814,3590,2023-05-11,Other,Medium,35.2,0,5
7815,17931,2024-09-28,Content,Low,44.0,0,4
7816,9684,2023-09-11,Payment,Low,38.3,0,4
7817,8664,2023-07-19,Content,Medium,23.0,1,5
7818,10058,2023-01-01,Other,High,28.3,0,2
7819,19383,2024-06-10,Other,Low,45.7,0,5
7820,586,2023-02-03,Other,High,27.0,0,4
7821,18631,2023-10-28,Payment,High,21.9,1,2
7822,6277,2024-01-12,Other,Low,25.3,1,4
7823,19860,2023-08-31,Payment,Low,19.0,0,1
7824,18601,2023-11-25,Content,High,24.9,0,4
7825,15678,2024-10-03,Payment,Low,27.8,1,4
7826,10701,2024-06-23,Technical,High,31.6,0,2
7827,12076,2024-10-29,Payment,Medium,7.5,1,4
7828,192,2023-01-22,Content,Low,14.2,1,1
7829,12100,2024-02-05,Payment,Medium,10.3,1,1
7830,7240,2023-02-18,Payment,Low,36.7,1,5
7831,13679,2024-05-16,Payment,High,3.1,0,2
7832,17867,2024-03-12,Other,Low,30.7,1,3
7833,9703,2023-01-30,Technical,Low,14.5,0,2
7834,13598,2024-09-03,Payment,Medium,22.3,1,5
7835,17023,2023-10-15,Login,Low,39.4,1,4
7836,7883,2023-07-08,Login,Medium,34.7,1,1
7837,1938,2023-12-10,Login,Low,15.5,0,5
7838,17352,2023-01-25,Technical,Medium,6.7,1,5
7839,2107,2024-03-10,Login,Low,44.0,1,4
7840,7562,2024-01-15,Payment,High,11.0,1,5
7841,9078,2023-05-17,Other,High,14.1,0,5
7842,13201,2024-09-05,Technical,Low,44.5,0,5
7843,15328,2023-04-09,Login,Medium,8.1,0,3
7844,3585,2024-10-09,Technical,Low,9.6,0,1
7845,8518,2023-03-10,Login,High,15.0,1,4
7846,15903,2023-04-16,Payment,Low,17.1,0,2
7847,17917,2023-02-06,Login,High,23.1,1,5
7848,10318,2023-08-26,Technical,High,43.2,1,2
7849,13797,2024-12-20,Technical,Medium,18.0,0,1
7850,4319,2024-08-10,Other,Medium,13.5,0,2
7851,6758,2024-04-22,Technical,High,45.1,0,2
7852,7702,2024-06-09,Other,Low,38.7,1,2
7853,9856,2023-01-07,Payment,Low,36.1,0,5
7854,6597,2024-11-13,Payment,High,7.4,0,5
7855,19231,2024-01-16,Content,Low,34.6,1,4
7856,18388,2024-12-16,Payment,Low,6.0,1,5
7857,13940,2024-10-03,Other,Medium,15.5,0,1
7858,15203,2024-02-07,Login,High,38.5,0,4
7859,9878,2023-01-11,Technical,High,11.9,1,2
7860,15050,2024-08-20,Content,Low,47.2,1,2
7861,14979,2024-07-31,Technical,High,17.8,0,4
7862,6695,2024-01-22,Content,High,42.5,1,2
7863,15715,2024-08-29,Other,Low,46.6,1,5
7864,19442,2024-08-23,Content,Low,11.5,0,1
7865,7819,2023-09-10,Content,Low,35.3,0,5
7866,3123,2024-02-14,Payment,High,42.5,0,3
7867,16969,2024-08-05,Content,Low,7.3,0,1
7868,6527,2024-01-29,Login,Low,33.4,0,5
7869,5463,2023-04-22,Technical,Low,13.9,1,4
7870,9209,2023-07-22,Other,Low,23.2,0,4
7871,1586,2024-05-28,Other,High,44.3,0,5
7872,13621,2023-02-27,Content,Medium,47.2,0,5
7873,15196,2024-12-25,Content,Low,42.6,0,3
7874,17978,2023-09-07,Payment,Medium,24.0,1,3
7875,357,2023-09-24,Other,High,46.8,1,3
7876,5637,2023-10-11,Content,Medium,15.8,0,4
7877,3657,2023-08-08,Login,Medium,6.2,1,3
7878,13941,2024-07-30,Technical,High,40.0,0,4
7879,17604,2023-11-13,Other,High,3.5,0,2
7880,2635,2023-05-10,Technical,Low,39.9,0,4
7881,18205,2023-04-08,Payment,High,17.8,1,5
7882,11545,2024-03-01,Payment,High,34.6,0,5
7883,6476,2023-08-18,Payment,Medium,7.6,1,5
7884,14462,2024-01-22,Login,Medium,37.9,1,4
7885,1234,2024-06-17,Login,High,43.4,1,2
7886,11089,2024-12-27,Login,High,40.4,0,3
7887,7128,2023-08-28,Content,Low,22.8,1,2
7888,7839,2024-10-11,Other,Medium,13.1,0,2
7889,16574,2023-10-27,Payment,Medium,37.2,1,1
7890,19137,2023-03-22,Other,Low,17.8,0,4
7891,10972,2023-12-21,Login,Medium,20.7,1,3
7892,18691,2023-09-21,Login,High,21.7,0,5
7893,17384,2023-12-21,Payment,High,45.5,0,4
7894,9776,2024-06-19,Content,Low,15.0,0,1
7895,17546,2024-08-08,Other,Medium,21.3,0,4
7896,12882,2023-10-03,Technical,Medium,42.7,1,5
7897,4152,2023-07-22,Payment,High,44.9,0,2
7898,4871,2024-02-08,Payment,Low,23.6,1,5
7899,19700,2024-12-08,Content,Medium,27.3,1,2
7900,17396,2023-10-31,Other,Medium,40.6,0,1
7901,14178,2024-02-26,Content,Low,9.8,1,5
7902,4831,2023-05-16,Other,High,37.9,0,1
7903,3679,2023-02-15,Login,High,7.1,1,3
7904,5533,2023-12-11,Payment,Medium,36.8,1,3
7905,10705,2024-02-14,Other,High,18.8,0,5
7906,19492,2023-09-13,Technical,High,47.3,0,4
7907,18538,2023-09-18,Other,Low,16.2,1,5
7908,11906,2023-09-24,Technical,Low,21.4,0,5
7909,3631,2023-09-24,Technical,High,39.9,0,2
7910,780,2023-04-03,Content,Low,37.3,1,1
7911,18094,2024-08-18,Other,High,25.8,0,5
7912,16312,2023-03-25,Payment,Medium,39.1,1,1
7913,12586,2024-09-01,Content,Low,29.1,0,1
7914,7035,2024-09-22,Technical,Medium,29.8,1,5
7915,5490,2024-01-13,Content,Low,32.1,0,5
7916,8038,2023-03-17,Login,Medium,15.2,1,1
7917,16029,2024-11-28,Technical,Low,24.2,0,5
7918,6767,2023-09-12,Technical,High,16.1,1,5
7919,4152,2024-11-09,Payment,High,9.4,1,3
7920,15167,2023-01-12,Technical,Low,27.7,0,1
7921,1448,2023-12-16,Content,Low,23.9,0,4
7922,874,2023-08-25,Technical,High,17.1,1,4
7923,2672,2024-01-14,Other,Low,34.0,0,5
7924,13578,2024-12-21,Technical,High,16.3,0,2
7925,328,2023-07-21,Content,High,18.9,1,4
7926,10185,2024-10-14,Content,Medium,23.6,1,3
7927,14850,2024-10-01,Technical,Medium,21.6,1,1
7928,8234,2023-02-04,Payment,High,22.3,0,5
7929,15262,2023-03-28,Payment,High,40.4,1,1
7930,10733,2023-09-17,Login,Medium,23.9,1,3
7931,17037,2024-09-13,Payment,Medium,14.4,1,1
7932,10817,2023-04-26,Payment,High,31.0,0,2
7933,3581,2023-04-11,Payment,Medium,31.4,0,2
7934,4178,2023-09-08,Content,High,15.0,1,2
7935,17753,2024-01-28,Other,High,43.7,0,1
7936,2998,2023-05-01,Other,Medium,29.0,1,5
7937,9234,2024-05-11,Login,Low,47.0,1,4
7938,4649,2023-11-12,Login,High,20.2,0,4
7939,6366,2024-03-19,Other,Medium,28.3,1,2
7940,4558,2023-08-08,Payment,Low,26.3,1,3
7941,1001,2024-07-21,Payment,High,9.5,0,1
7942,7455,2024-03-20,Other,Low,3.7,1,2
7943,11601,2023-03-22,Content,Low,18.9,0,1
7944,15976,2024-05-23,Login,Medium,27.1,1,4
7945,14374,2023-09-02,Payment,Medium,42.8,1,1
7946,2962,2023-07-03,Content,Low,14.0,0,3
7947,9210,2024-05-23,Payment,High,37.8,1,5
7948,14764,2023-04-06,Technical,Low,27.9,0,1
7949,2664,2024-07-25,Other,High,21.8,1,1
7950,13169,2023-08-15,Other,Medium,40.3,1,2
7951,11145,2024-01-13,Payment,High,30.0,0,1
7952,16997,2023-09-11,Technical,Low,9.6,0,4
7953,17000,2023-08-01,Other,Medium,3.2,0,4
7954,2326,2023-02-23,Login,High,27.3,1,4
7955,13789,2024-08-04,Other,High,32.6,0,2
7956,19126,2023-07-08,Payment,Medium,42.7,0,4
7957,19322,2024-06-28,Other,Medium,38.0,0,3
7958,1804,2024-04-25,Payment,Medium,17.5,0,1
7959,15611,2024-03-03,Other,Low,45.8,1,1
7960,13130,2024-03-05,Technical,High,35.0,1,5
7961,5091,2024-01-23,Payment,Low,41.1,0,2
7962,759,2024-01-03,Other,Medium,1.6,0,3
7963,1488,2024-02-24,Technical,High,33.4,0,4
7964,4074,2024-11-01,Login,High,9.3,1,3
7965,15649,2024-05-13,Technical,Medium,25.4,0,5
7966,13785,2024-12-10,Technical,Medium,18.5,0,4
7967,3769,2024-10-05,Content,High,25.3,0,1
7968,14250,2023-03-19,Payment,Medium,25.6,0,3
7969,4755,2023-01-23,Other,Low,37.7,1,5
7970,4438,2023-02-12,Technical,Low,2.0,0,4
7971,8862,2023-01-14,Technical,High,32.1,0,3
7972,14764,2023-08-14,Login,Medium,6.5,0,2
7973,2648,2024-05-31,Payment,Low,4.3,1,4
7974,17811,2024-07-13,Technical,Low,19.4,0,5
7975,9570,2024-12-12,Payment,Medium,9.0,1,1
7976,8529,2024-08-05,Login,Medium,23.0,1,1
7977,18818,2023-02-08,Technical,Medium,37.1,1,3
7978,6309,2023-09-12,Other,High,20.3,1,2
7979,12218,2024-11-13,Login,Medium,13.3,1,2
7980,2542,2024-03-18,Login,Low,3.8,1,4
7981,10880,2024-06-24,Payment,Low,45.2,1,4
7982,15885,2024-02-24,Payment,High,6.7,0,3
7983,17637,2023-12-05,Technical,Medium,26.5,1,5
7984,15431,2023-07-29,Technical,High,47.4,0,4
7985,12531,2023-09-17,Login,Low,28.7,0,1
7986,19621,2024-07-07,Payment,Medium,45.0,1,5
7987,7256,2023-09-18,Content,Low,26.6,1,3
7988,1099,2024-12-26,Payment,High,2.4,1,2
7989,14130,2023-10-26,Content,High,31.6,1,3
7990,15297,2024-05-19,Other,High,7.3,0,1
7991,10514,2023-03-05,Content,Low,10.9,0,1
7992,10390,2024-11-05,Technical,Medium,42.2,0,2
