subscription_id,customer_id,plan_id,start_date,end_date,is_auto_renew,current_status,cancellation_reason
20973,10489,2,2023-10-01,2023-12-30,0,Active,
20974,4458,3,2024-08-13,2025-08-08,1,Active,
20975,12580,3,2023-11-23,2024-11-17,0,Active,
20976,17220,1,2023-08-05,2023-09-04,1,Cancelled,Not Using Enough
20977,9396,2,2023-02-14,2023-05-15,0,Cancelled,
20978,17357,2,2023-02-13,2023-05-14,1,Cancelled,Too Expensive
20979,14430,3,2024-11-01,2025-10-27,1,Active,
20980,19885,3,2024-07-14,2025-07-09,0,Active,
20981,3225,1,2023-07-04,2023-08-03,0,Cancelled,
20982,2907,1,2023-10-01,2023-10-31,0,Active,
20983,3328,1,2023-12-23,2024-01-22,1,Active,
20984,4474,3,2023-03-06,2024-02-29,0,Active,
20985,13800,2,2024-02-24,2024-05-24,1,Active,
20986,19870,3,2024-03-06,2025-03-01,1,Cancelled,Not Using Enough
20987,8119,1,2024-10-22,2024-11-21,1,Active,
20988,18024,1,2024-01-26,2024-02-25,1,Active,
20989,3930,3,2023-07-02,2024-06-26,0,Cancelled,
20990,16136,1,2024-06-11,2024-07-11,0,Active,
20991,7548,1,2024-02-17,2024-03-18,0,Cancelled,Too Expensive
20992,357,3,2024-11-08,2025-11-03,1,Active,
20993,16497,3,2023-01-16,2024-01-11,0,Active,
20994,3498,2,2023-08-22,2023-11-20,0,Active,
20995,19575,1,2023-06-13,2023-07-13,1,Cancelled,Found Alternative
20996,17247,1,2024-06-03,2024-07-03,1,Cancelled,Found Alternative
20997,2236,2,2023-09-09,2023-12-08,0,Cancelled,Found Alternative
20998,1516,3,2023-10-05,2024-09-29,1,Active,
20999,4284,2,2024-04-27,2024-07-26,1,Active,
21000,5502,3,2023-03-30,2024-03-24,1,Active,
21001,14275,3,2024-03-31,2025-03-26,1,Active,
21002,4618,3,2023-12-08,2024-12-02,1,Active,
21003,10524,2,2023-04-02,2023-07-01,1,Cancelled,
21004,6617,2,2023-09-09,2023-12-08,1,Active,
21005,9904,3,2024-01-24,2025-01-18,1,Cancelled,Not Using Enough
21006,9215,2,2023-09-13,2023-12-12,0,Cancelled,Too Expensive
21007,16505,3,2024-11-24,2025-11-19,1,Active,
21008,15076,2,2023-02-09,2023-05-10,0,Cancelled,Not Using Enough
21009,18733,1,2023-03-19,2023-04-18,1,Active,
21010,5745,3,2023-08-12,2024-08-06,1,Active,
21011,12893,3,2023-01-30,2024-01-25,0,Active,
21012,12018,3,2023-08-27,2024-08-21,1,Active,
21013,340,2,2024-02-13,2024-05-13,1,Active,
21014,14299,1,2024-09-02,2024-10-02,1,Active,
21015,17035,1,2023-09-23,2023-10-23,0,Active,
21016,3374,3,2023-05-20,2024-05-14,0,Active,
21017,8892,3,2023-03-22,2024-03-16,0,Cancelled,
21018,1036,1,2024-04-24,2024-05-24,0,Active,
21019,12023,3,2024-08-28,2025-08-23,1,Active,
21020,16119,1,2024-01-18,2024-02-17,0,Active,
21021,12085,1,2024-11-05,2024-12-05,0,Active,
21022,13513,1,2023-08-28,2023-09-27,0,Active,
21023,12109,3,2023-02-09,2024-02-04,0,Active,
21024,6349,2,2023-09-27,2023-12-26,0,Active,
21025,13862,2,2024-09-09,2024-12-08,1,Cancelled,Not Using Enough
21026,467,3,2024-03-23,2025-03-18,0,Active,
21027,9684,1,2024-09-10,2024-10-10,1,Active,
21028,2512,2,2024-11-30,2025-02-28,1,Active,
21029,4485,2,2023-03-05,2023-06-03,0,Active,
21030,7203,1,2024-01-15,2024-02-14,1,Cancelled,Not Using Enough
21031,2437,1,2024-04-05,2024-05-05,1,Active,
21032,18855,1,2023-08-15,2023-09-14,1,Active,
21033,3265,3,2024-05-25,2025-05-20,1,Active,
21034,7163,1,2023-08-21,2023-09-20,0,Active,
21035,13369,1,2023-03-20,2023-04-19,1,Cancelled,Not Using Enough
21036,18545,1,2024-04-15,2024-05-15,0,Cancelled,Not Using Enough
21037,5273,3,2024-10-09,2025-10-04,1,Active,
21038,16096,2,2024-03-14,2024-06-12,0,Cancelled,Not Using Enough
21039,8088,2,2024-01-31,2024-04-30,1,Active,
21040,1932,1,2023-08-16,2023-09-15,1,Active,
21041,8233,2,2023-06-04,2023-09-02,0,Active,
21042,6085,2,2024-08-30,2024-11-28,1,Active,
21043,9170,3,2024-08-30,2025-08-25,0,Active,
21044,3154,3,2024-09-01,2025-08-27,0,Cancelled,
21045,10074,3,2024-01-02,2024-12-27,0,Active,
21046,1992,1,2023-05-26,2023-06-25,0,Active,
21047,10168,1,2024-02-22,2024-03-23,1,Active,
21048,16308,2,2024-05-25,2024-08-23,0,Cancelled,Found Alternative
21049,17144,2,2023-06-01,2023-08-30,1,Active,
21050,10962,2,2023-06-10,2023-09-08,1,Cancelled,
21051,14054,1,2023-05-01,2023-05-31,0,Active,
21052,5433,1,2023-08-30,2023-09-29,0,Active,
21053,13961,2,2024-05-13,2024-08-11,1,Active,
21054,7291,3,2024-08-26,2025-08-21,0,Cancelled,Too Expensive
21055,18739,1,2024-05-11,2024-06-10,1,Active,
21056,9551,1,2023-08-17,2023-09-16,0,Active,
21057,10386,2,2023-07-26,2023-10-24,0,Cancelled,Found Alternative
21058,9416,3,2023-03-09,2024-03-03,0,Active,
21059,18915,3,2024-05-25,2025-05-20,1,Active,
21060,10381,1,2024-06-14,2024-07-14,1,Cancelled,
21061,1532,1,2023-06-20,2023-07-20,0,Active,
21062,17106,2,2023-08-07,2023-11-05,0,Active,
21063,9366,1,2023-11-05,2023-12-05,1,Active,
21064,900,3,2023-11-16,2024-11-10,0,Active,
21065,8064,3,2023-06-06,2024-05-31,0,Cancelled,Found Alternative
21066,16464,3,2023-08-29,2024-08-23,0,Cancelled,Not Using Enough
21067,1835,2,2023-08-15,2023-11-13,1,Active,
21068,982,2,2023-03-22,2023-06-20,1,Active,
21069,11809,2,2024-07-26,2024-10-24,1,Active,
21070,11578,3,2023-09-29,2024-09-23,1,Active,
21071,8559,1,2024-10-07,2024-11-06,0,Active,
21072,1890,2,2024-01-27,2024-04-26,1,Cancelled,
21073,7307,1,2024-02-05,2024-03-06,0,Active,
21074,17661,3,2023-08-18,2024-08-12,0,Active,
21075,18461,3,2024-03-24,2025-03-19,1,Cancelled,Not Using Enough
21076,1632,2,2023-04-13,2023-07-12,0,Active,
21077,6243,1,2024-03-12,2024-04-11,1,Active,
21078,17825,2,2024-08-11,2024-11-09,0,Cancelled,Found Alternative
21079,15737,3,2023-09-11,2024-09-05,1,Cancelled,Too Expensive
21080,17759,2,2023-01-23,2023-04-23,1,Active,
21081,13171,1,2023-10-27,2023-11-26,1,Active,
21082,11482,1,2023-05-28,2023-06-27,1,Active,
21083,4486,1,2023-04-04,2023-05-04,1,Active,
21084,19993,3,2023-03-24,2024-03-18,0,Active,
21085,8846,2,2024-11-10,2025-02-08,0,Active,
21086,12241,2,2024-07-14,2024-10-12,0,Active,
21087,14918,2,2024-08-23,2024-11-21,1,Active,
21088,4854,2,2024-11-21,2025-02-19,1,Active,
21089,11994,2,2023-02-01,2023-05-02,0,Active,
21090,12904,1,2023-09-16,2023-10-16,1,Active,
21091,7642,1,2024-08-13,2024-09-12,1,Active,
21092,5334,3,2023-06-23,2024-06-17,0,Active,
21093,6159,3,2024-04-05,2025-03-31,1,Active,
21094,10740,2,2023-10-28,2024-01-26,1,Cancelled,
21095,14874,1,2023-10-21,2023-11-20,0,Active,
21096,18827,3,2024-10-26,2025-10-21,0,Cancelled,
21097,4145,1,2023-07-22,2023-08-21,1,Active,
21098,5939,1,2024-06-18,2024-07-18,0,Active,
21099,11884,2,2023-07-29,2023-10-27,1,Active,
21100,6672,3,2024-07-24,2025-07-19,1,Active,
21101,16624,1,2023-02-16,2023-03-18,1,Active,
21102,13710,2,2024-10-20,2025-01-18,0,Active,
21103,14458,1,2023-06-18,2023-07-18,0,Active,
21104,4127,2,2023-09-12,2023-12-11,1,Active,
21105,2255,3,2023-03-30,2024-03-24,1,Active,
21106,16892,1,2024-03-14,2024-04-13,1,Active,
21107,11154,1,2024-09-02,2024-10-02,0,Active,
21108,3303,2,2024-09-02,2024-12-01,0,Active,
21109,2384,2,2024-10-25,2025-01-23,1,Cancelled,
21110,6592,1,2024-06-23,2024-07-23,0,Active,
21111,464,2,2023-11-04,2024-02-02,1,Active,
21112,4146,1,2023-07-06,2023-08-05,1,Cancelled,Too Expensive
21113,11257,3,2024-08-04,2025-07-30,0,Active,
21114,13904,2,2023-08-22,2023-11-20,1,Active,
21115,13729,3,2024-02-09,2025-02-03,1,Active,
21116,16463,3,2024-01-09,2025-01-03,0,Active,
21117,2311,3,2024-11-08,2025-11-03,1,Active,
21118,7248,2,2024-03-31,2024-06-29,0,Cancelled,Found Alternative
21119,11861,1,2023-10-20,2023-11-19,0,Active,
21120,4812,3,2024-08-05,2025-07-31,0,Active,
21121,4630,1,2023-09-20,2023-10-20,0,Active,
21122,5822,1,2023-02-13,2023-03-15,1,Active,
21123,11438,2,2023-03-28,2023-06-26,0,Active,
21124,11305,3,2023-09-23,2024-09-17,1,Cancelled,Too Expensive
21125,8152,1,2024-06-18,2024-07-18,1,Active,
21126,3148,3,2023-07-06,2024-06-30,0,Active,
21127,7122,2,2024-11-30,2025-02-28,0,Active,
21128,2719,2,2023-01-19,2023-04-19,0,Active,
21129,12429,3,2024-04-13,2025-04-08,0,Cancelled,Too Expensive
21130,9388,3,2023-12-03,2024-11-27,0,Active,
21131,17155,2,2023-09-22,2023-12-21,1,Active,
21132,13385,3,2024-07-25,2025-07-20,0,Active,
21133,11627,3,2023-04-19,2024-04-13,1,Active,
21134,10305,2,2024-06-22,2024-09-20,0,Cancelled,
21135,2103,2,2024-09-27,2024-12-26,0,Active,
21136,11321,3,2024-03-14,2025-03-09,0,Active,
21137,7982,3,2024-10-27,2025-10-22,0,Cancelled,Found Alternative
21138,15682,3,2023-04-01,2024-03-26,0,Active,
21139,7776,2,2024-08-20,2024-11-18,0,Active,
21140,16345,1,2023-07-10,2023-08-09,1,Cancelled,Too Expensive
21141,19772,2,2023-07-31,2023-10-29,0,Active,
21142,18110,3,2024-02-17,2025-02-11,1,Active,
21143,932,2,2024-09-15,2024-12-14,0,Active,
21144,11147,1,2024-08-14,2024-09-13,0,Active,
21145,14878,3,2023-01-31,2024-01-26,1,Active,
21146,19460,3,2023-07-05,2024-06-29,1,Active,
21147,15559,3,2023-03-15,2024-03-09,0,Active,
21148,6121,1,2023-10-13,2023-11-12,1,Active,
21149,11305,1,2024-04-30,2024-05-30,1,Active,
21150,8136,1,2024-06-22,2024-07-22,0,Active,
21151,10420,1,2024-03-30,2024-04-29,0,Active,
21152,5808,1,2023-11-07,2023-12-07,1,Active,
21153,1367,2,2024-03-08,2024-06-06,0,Cancelled,
21154,1687,3,2023-06-26,2024-06-20,0,Active,
21155,911,1,2023-08-25,2023-09-24,0,Active,
21156,5282,1,2023-08-14,2023-09-13,0,Active,
21157,2337,1,2023-11-11,2023-12-11,0,Active,
21158,15834,2,2024-06-03,2024-09-01,1,Active,
21159,14375,3,2023-05-14,2024-05-08,0,Active,
21160,3000,2,2024-10-15,2025-01-13,1,Active,
21161,2086,2,2023-10-15,2024-01-13,1,Active,
21162,1248,3,2024-01-26,2025-01-20,1,Active,
21163,5417,2,2023-01-01,2023-04-01,1,Cancelled,Too Expensive
21164,10799,3,2024-04-24,2025-04-19,1,Active,
21165,2411,2,2024-01-02,2024-04-01,0,Cancelled,Found Alternative
21166,13987,3,2024-04-24,2025-04-19,0,Cancelled,Not Using Enough
21167,13996,2,2023-08-02,2023-10-31,0,Active,
21168,6397,1,2024-07-27,2024-08-26,0,Active,
21169,18534,3,2023-07-25,2024-07-19,1,Active,
21170,2958,1,2024-03-24,2024-04-23,1,Active,
21171,7425,2,2023-08-27,2023-11-25,0,Active,
21172,12812,2,2023-01-27,2023-04-27,1,Active,
21173,4413,2,2023-01-15,2023-04-15,0,Active,
21174,17126,2,2023-07-09,2023-10-07,0,Cancelled,
21175,17966,2,2024-03-07,2024-06-05,0,Active,
21176,16640,3,2024-05-27,2025-05-22,0,Active,
21177,12067,1,2024-06-27,2024-07-27,0,Active,
21178,11170,1,2023-08-05,2023-09-04,1,Active,
21179,11792,1,2024-10-29,2024-11-28,0,Cancelled,Too Expensive
21180,12101,3,2024-09-30,2025-09-25,1,Active,
21181,768,2,2023-10-21,2024-01-19,0,Cancelled,Found Alternative
21182,13568,1,2023-08-31,2023-09-30,0,Cancelled,Not Using Enough
21183,19765,3,2023-04-05,2024-03-30,1,Cancelled,Found Alternative
21184,9845,3,2024-07-24,2025-07-19,1,Active,
21185,5052,3,2023-08-16,2024-08-10,1,Cancelled,Found Alternative
21186,18275,2,2024-06-18,2024-09-16,1,Active,
21187,14720,2,2023-01-30,2023-04-30,1,Cancelled,Too Expensive
21188,1050,2,2023-08-27,2023-11-25,1,Cancelled,Too Expensive
21189,5596,1,2023-07-20,2023-08-19,1,Active,
21190,7882,3,2023-01-22,2024-01-17,0,Active,
21191,2552,1,2024-07-27,2024-08-26,0,Active,
21192,12702,3,2024-07-14,2025-07-09,1,Active,
21193,11904,1,2024-03-17,2024-04-16,1,Active,
21194,3277,2,2024-09-29,2024-12-28,1,Active,
21195,6918,2,2023-04-27,2023-07-26,0,Cancelled,
21196,10337,1,2023-09-07,2023-10-07,0,Active,
21197,3300,3,2024-01-25,2025-01-19,0,Active,
21198,16866,1,2023-04-22,2023-05-22,1,Cancelled,Found Alternative
21199,17051,1,2024-05-30,2024-06-29,0,Active,
21200,5659,3,2023-07-09,2024-07-03,1,Active,
21201,6292,1,2023-11-28,2023-12-28,0,Active,
21202,7517,1,2024-10-31,2024-11-30,1,Active,
21203,4874,3,2023-12-03,2024-11-27,0,Active,
21204,9367,2,2023-01-19,2023-04-19,0,Active,
21205,19281,1,2023-10-03,2023-11-02,0,Active,
21206,3995,1,2024-08-27,2024-09-26,0,Cancelled,
21207,957,3,2023-07-13,2024-07-07,0,Active,
21208,7550,2,2023-04-03,2023-07-02,1,Active,
21209,8564,1,2023-04-23,2023-05-23,0,Active,
21210,16567,1,2023-03-25,2023-04-24,1,Active,
21211,16,1,2024-03-13,2024-04-12,0,Active,
21212,15716,2,2023-07-06,2023-10-04,1,Active,
21213,8927,3,2024-09-14,2025-09-09,0,Active,
21214,2073,2,2024-05-23,2024-08-21,0,Active,
21215,18554,2,2023-02-19,2023-05-20,1,Cancelled,Found Alternative
21216,13259,1,2023-12-14,2024-01-13,1,Active,
21217,8251,3,2023-06-08,2024-06-02,1,Active,
21218,14426,3,2023-02-09,2024-02-04,1,Active,
21219,9901,1,2023-10-07,2023-11-06,0,Active,
21220,3815,3,2024-06-04,2025-05-30,0,Cancelled,
21221,11549,1,2024-10-16,2024-11-15,1,Active,
21222,8535,3,2024-07-29,2025-07-24,1,Active,
21223,16229,2,2023-02-11,2023-05-12,0,Active,
21224,4610,1,2024-03-06,2024-04-05,0,Cancelled,Found Alternative
21225,15942,1,2023-09-19,2023-10-19,0,Active,
21226,18631,3,2024-05-22,2025-05-17,0,Cancelled,Not Using Enough
21227,15723,1,2024-11-23,2024-12-23,0,Cancelled,Found Alternative
21228,4246,1,2023-07-26,2023-08-25,0,Active,
21229,8505,3,2024-06-29,2025-06-24,0,Active,
21230,9772,3,2024-03-02,2025-02-25,0,Cancelled,Not Using Enough
21231,18379,1,2023-09-30,2023-10-30,1,Active,
21232,2955,3,2024-06-11,2025-06-06,0,Active,
21233,11977,1,2023-12-27,2024-01-26,1,Active,
21234,5730,3,2023-02-28,2024-02-23,0,Active,
21235,12835,1,2024-08-12,2024-09-11,0,Active,
21236,5694,2,2024-10-25,2025-01-23,1,Active,
21237,15832,1,2024-04-23,2024-05-23,1,Active,
21238,13799,2,2024-10-05,2025-01-03,0,Cancelled,Too Expensive
21239,9846,2,2023-07-30,2023-10-28,1,Cancelled,Found Alternative
21240,12239,1,2023-06-19,2023-07-19,1,Active,
21241,11253,2,2024-03-19,2024-06-17,1,Active,
21242,18767,1,2023-02-14,2023-03-16,1,Cancelled,Found Alternative
21243,17594,2,2023-07-19,2023-10-17,0,Active,
21244,974,1,2023-03-02,2023-04-01,0,Active,
21245,5270,2,2024-11-19,2025-02-17,1,Cancelled,Too Expensive
21246,15963,1,2024-09-29,2024-10-29,0,Cancelled,
21247,1944,3,2024-10-17,2025-10-12,1,Active,
21248,8530,2,2023-02-23,2023-05-24,0,Cancelled,Not Using Enough
21249,8814,1,2023-05-29,2023-06-28,0,Active,
21250,15603,2,2023-06-22,2023-09-20,0,Active,
21251,14786,3,2023-11-13,2024-11-07,0,Active,
21252,842,2,2023-09-10,2023-12-09,1,Active,
21253,6732,3,2023-11-05,2024-10-30,1,Active,
21254,19679,3,2024-03-17,2025-03-12,1,Active,
21255,15131,3,2024-07-09,2025-07-04,0,Active,
21256,7517,3,2023-05-13,2024-05-07,1,Active,
21257,1205,3,2024-04-05,2025-03-31,0,Active,
21258,575,3,2024-06-24,2025-06-19,1,Active,
21259,6707,1,2023-08-20,2023-09-19,0,Active,
21260,545,1,2023-03-04,2023-04-03,1,Active,
21261,15415,2,2024-07-16,2024-10-14,1,Active,
21262,1237,2,2023-07-07,2023-10-05,0,Active,
21263,2210,3,2023-04-06,2024-03-31,0,Active,
21264,884,1,2023-01-17,2023-02-16,1,Active,
21265,13317,2,2023-08-28,2023-11-26,1,Active,
21266,8166,2,2023-12-26,2024-03-25,1,Active,
21267,1408,1,2024-01-04,2024-02-03,0,Active,
21268,7385,2,2023-10-13,2024-01-11,0,Active,
21269,2541,3,2023-12-14,2024-12-08,1,Active,
21270,15669,2,2024-09-19,2024-12-18,0,Active,
21271,10197,3,2024-03-26,2025-03-21,1,Cancelled,Found Alternative
21272,19880,3,2023-03-15,2024-03-09,1,Cancelled,Found Alternative
21273,1465,2,2024-02-23,2024-05-23,1,Active,
21274,13662,1,2023-03-18,2023-04-17,1,Cancelled,Too Expensive
21275,1133,2,2024-03-23,2024-06-21,0,Active,
21276,19108,2,2023-12-28,2024-03-27,1,Active,
21277,13056,3,2024-05-16,2025-05-11,1,Cancelled,Not Using Enough
21278,2738,1,2023-09-14,2023-10-14,1,Active,
21279,355,3,2024-01-20,2025-01-14,1,Active,
21280,12653,1,2024-01-11,2024-02-10,0,Active,
21281,2664,1,2024-02-19,2024-03-20,1,Active,
21282,4786,1,2024-07-31,2024-08-30,1,Cancelled,Found Alternative
21283,15133,3,2024-10-28,2025-10-23,0,Active,
21284,11552,1,2023-05-04,2023-06-03,0,Active,
21285,6589,2,2024-03-26,2024-06-24,1,Active,
21286,6985,2,2023-07-08,2023-10-06,1,Cancelled,Too Expensive
21287,1973,1,2024-08-07,2024-09-06,1,Active,
21288,15419,2,2024-02-08,2024-05-08,0,Cancelled,
21289,1916,1,2024-11-06,2024-12-06,1,Active,
21290,10626,3,2023-02-21,2024-02-16,1,Cancelled,
21291,1827,3,2023-03-15,2024-03-09,0,Active,
21292,5137,1,2023-06-30,2023-07-30,1,Active,
21293,3564,2,2024-04-11,2024-07-10,1,Cancelled,Not Using Enough
21294,3003,2,2024-07-19,2024-10-17,1,Cancelled,
21295,11987,3,2024-06-10,2025-06-05,0,Cancelled,Not Using Enough
21296,4893,1,2023-07-30,2023-08-29,0,Active,
21297,7383,3,2024-03-24,2025-03-19,1,Active,
21298,3452,3,2023-11-05,2024-10-30,1,Active,
21299,288,1,2023-03-21,2023-04-20,0,Cancelled,Found Alternative
21300,18103,1,2023-01-09,2023-02-08,1,Active,
21301,17769,3,2023-04-08,2024-04-02,0,Active,
21302,18330,2,2023-07-30,2023-10-28,1,Active,
21303,16193,2,2023-10-03,2024-01-01,1,Cancelled,Found Alternative
21304,1394,2,2023-03-13,2023-06-11,1,Active,
21305,7183,3,2023-12-08,2024-12-02,1,Active,
21306,17262,1,2023-01-19,2023-02-18,0,Active,
21307,2451,2,2024-05-30,2024-08-28,0,Active,
21308,2158,1,2024-11-11,2024-12-11,1,Active,
21309,15114,3,2023-04-08,2024-04-02,0,Active,
21310,8243,3,2023-03-31,2024-03-25,0,Active,
21311,15217,1,2024-02-20,2024-03-21,0,Active,
21312,1623,2,2024-10-03,2025-01-01,0,Active,
21313,7464,2,2024-03-20,2024-06-18,1,Active,
21314,17811,2,2024-08-27,2024-11-25,1,Active,
21315,13547,2,2024-11-19,2025-02-17,0,Active,
21316,7888,1,2024-10-19,2024-11-18,1,Active,
21317,7943,2,2023-12-24,2024-03-23,0,Active,
21318,4636,2,2024-05-30,2024-08-28,0,Active,
21319,5407,2,2024-05-26,2024-08-24,1,Active,
21320,5711,3,2024-01-20,2025-01-14,0,Active,
21321,7443,3,2023-07-17,2024-07-11,0,Active,
21322,2115,3,2023-05-19,2024-05-13,0,Active,
21323,4063,1,2023-02-01,2023-03-03,0,Active,
21324,9583,1,2023-05-27,2023-06-26,1,Cancelled,Not Using Enough
21325,16768,2,2024-08-22,2024-11-20,1,Cancelled,
21326,19214,3,2024-01-09,2025-01-03,0,Cancelled,
21327,4427,1,2023-09-01,2023-10-01,0,Active,
21328,8711,1,2023-05-29,2023-06-28,0,Active,
21329,2887,3,2023-04-30,2024-04-24,1,Active,
21330,14840,1,2023-09-18,2023-10-18,1,Cancelled,
21331,13509,3,2024-10-06,2025-10-01,1,Cancelled,
21332,19051,2,2023-12-16,2024-03-15,1,Active,
21333,17359,2,2023-11-26,2024-02-24,1,Active,
21334,4319,2,2024-08-31,2024-11-29,0,Active,
21335,9537,2,2024-06-02,2024-08-31,0,Active,
21336,9525,2,2023-04-01,2023-06-30,0,Cancelled,Found Alternative
21337,4917,1,2024-08-12,2024-09-11,1,Active,
21338,12726,2,2023-02-12,2023-05-13,1,Active,
21339,6853,2,2023-10-13,2024-01-11,1,Active,
21340,1890,1,2024-01-19,2024-02-18,1,Active,
21341,6788,1,2024-07-22,2024-08-21,1,Active,
21342,438,1,2023-10-02,2023-11-01,0,Active,
21343,7643,3,2024-11-26,2025-11-21,1,Active,
21344,15728,3,2024-08-15,2025-08-10,0,Active,
21345,3205,1,2024-09-02,2024-10-02,0,Active,
21346,16575,3,2024-10-15,2025-10-10,1,Active,
21347,5521,2,2024-08-25,2024-11-23,0,Active,
21348,920,3,2023-03-05,2024-02-28,1,Active,
21349,2482,2,2023-11-14,2024-02-12,0,Cancelled,
21350,10794,2,2023-03-23,2023-06-21,0,Active,
21351,6706,2,2023-07-15,2023-10-13,1,Cancelled,Not Using Enough
21352,9540,2,2023-08-05,2023-11-03,0,Active,
21353,6153,1,2023-02-27,2023-03-29,0,Cancelled,Found Alternative
21354,9286,2,2024-10-21,2025-01-19,1,Active,
21355,3541,2,2024-01-14,2024-04-13,1,Cancelled,
21356,2346,1,2024-05-19,2024-06-18,0,Active,
21357,1232,2,2023-07-13,2023-10-11,0,Active,
21358,12342,1,2023-09-18,2023-10-18,0,Active,
21359,19214,1,2023-06-09,2023-07-09,0,Cancelled,Not Using Enough
21360,4620,2,2024-09-06,2024-12-05,0,Active,
21361,9681,3,2023-08-04,2024-07-29,1,Active,
21362,13956,2,2024-03-12,2024-06-10,0,Active,
21363,12474,1,2023-02-07,2023-03-09,0,Active,
21364,10698,3,2024-04-17,2025-04-12,1,Active,
21365,13687,2,2023-02-13,2023-05-14,1,Cancelled,
21366,13413,3,2023-12-07,2024-12-01,0,Active,
21367,10389,3,2023-10-17,2024-10-11,0,Cancelled,Found Alternative
21368,2092,2,2023-11-05,2024-02-03,1,Active,
21369,16678,1,2024-01-12,2024-02-11,1,Active,
21370,16661,1,2023-11-14,2023-12-14,0,Active,
21371,12933,1,2024-04-04,2024-05-04,1,Active,
21372,14593,1,2024-03-24,2024-04-23,0,Active,
21373,9818,3,2024-11-15,2025-11-10,1,Active,
21374,6569,1,2024-11-20,2024-12-20,1,Active,
21375,2722,3,2024-09-29,2025-09-24,1,Cancelled,Not Using Enough
21376,5462,2,2023-02-22,2023-05-23,1,Active,
21377,11024,1,2024-02-07,2024-03-08,0,Cancelled,Not Using Enough
21378,10286,3,2024-04-29,2025-04-24,1,Active,
21379,13270,1,2023-04-01,2023-05-01,0,Active,
21380,8004,1,2023-01-11,2023-02-10,1,Active,
21381,16523,1,2023-12-17,2024-01-16,0,Active,
21382,6241,2,2023-12-30,2024-03-29,1,Active,
21383,3463,3,2024-09-07,2025-09-02,0,Active,
21384,16282,2,2023-03-30,2023-06-28,0,Active,
21385,2136,2,2024-07-28,2024-10-26,0,Active,
21386,7175,3,2023-04-14,2024-04-08,1,Active,
21387,6433,3,2023-10-06,2024-09-30,0,Cancelled,
21388,6708,1,2024-04-01,2024-05-01,0,Active,
21389,15166,1,2024-07-22,2024-08-21,0,Active,
21390,15393,3,2023-03-10,2024-03-04,0,Active,
21391,9330,1,2024-06-08,2024-07-08,1,Active,
21392,12560,1,2023-05-27,2023-06-26,1,Cancelled,Not Using Enough
21393,3942,2,2023-01-10,2023-04-10,1,Cancelled,
21394,3613,3,2023-11-15,2024-11-09,1,Active,
21395,7159,1,2023-10-21,2023-11-20,1,Cancelled,Too Expensive
21396,4642,3,2024-03-17,2025-03-12,0,Cancelled,Too Expensive
21397,14591,2,2024-07-31,2024-10-29,1,Active,
21398,10026,1,2024-08-01,2024-08-31,1,Active,
21399,3315,3,2023-08-19,2024-08-13,1,Cancelled,
21400,16367,1,2024-01-29,2024-02-28,1,Active,
21401,17287,3,2023-10-18,2024-10-12,0,Active,
21402,1244,2,2023-07-04,2023-10-02,0,Active,
21403,17780,3,2024-06-24,2025-06-19,0,Active,
21404,16048,1,2023-05-29,2023-06-28,1,Active,
21405,3852,3,2023-07-29,2024-07-23,0,Active,
21406,10392,1,2023-03-29,2023-04-28,1,Active,
21407,6656,2,2023-07-15,2023-10-13,1,Active,
21408,10818,2,2023-01-07,2023-04-07,0,Cancelled,Too Expensive
21409,18728,1,2024-03-06,2024-04-05,1,Active,
21410,14278,1,2023-12-20,2024-01-19,1,Active,
21411,16865,3,2024-02-17,2025-02-11,1,Cancelled,Too Expensive
21412,13343,3,2023-06-18,2024-06-12,1,Active,
21413,13699,2,2024-06-22,2024-09-20,0,Active,
21414,15824,2,2023-05-11,2023-08-09,0,Active,
21415,11346,3,2023-09-12,2024-09-06,0,Active,
21416,9463,3,2024-02-28,2025-02-22,1,Active,
21417,15343,1,2024-11-04,2024-12-04,1,Active,
21418,15530,3,2023-04-29,2024-04-23,0,Active,
21419,17877,1,2024-05-11,2024-06-10,0,Active,
21420,10141,1,2023-06-10,2023-07-10,0,Active,
21421,17317,2,2023-01-10,2023-04-10,0,Active,
21422,12606,1,2024-06-18,2024-07-18,0,Active,
21423,2729,3,2024-11-26,2025-11-21,0,Active,
21424,17633,3,2023-03-12,2024-03-06,1,Cancelled,Too Expensive
21425,16962,1,2023-01-28,2023-02-27,0,Cancelled,Found Alternative
21426,10490,3,2024-11-03,2025-10-29,0,Active,
21427,715,3,2023-02-20,2024-02-15,1,Active,
21428,16602,2,2024-07-08,2024-10-06,1,Active,
21429,13570,1,2024-04-16,2024-05-16,1,Active,
21430,9366,2,2024-09-10,2024-12-09,1,Active,
21431,17628,2,2023-12-02,2024-03-01,1,Active,
21432,6958,1,2024-07-20,2024-08-19,1,Cancelled,Not Using Enough
21433,17276,1,2024-08-09,2024-09-08,0,Cancelled,
21434,8352,2,2024-03-24,2024-06-22,0,Active,
21435,11296,1,2024-11-22,2024-12-22,1,Cancelled,
21436,14782,1,2023-08-08,2023-09-07,1,Active,
21437,8418,2,2024-09-12,2024-12-11,0,Cancelled,Not Using Enough
21438,9283,1,2023-07-11,2023-08-10,1,Active,
21439,17108,1,2024-04-14,2024-05-14,0,Active,
21440,12822,1,2023-11-11,2023-12-11,0,Active,
21441,4678,3,2024-05-16,2025-05-11,0,Active,
